43,0
11,0
59,20
27,20
43,40
11,40
59,60
27,60
43,80
11,80
59,100
27,100
43,120
11,120
59,140
27,140
43,160
11,160
59,180
27,180
43,200
11,200
59,220
27,220
43,240
11,240
59,260
27,260
43,280
11,280
59,300
27,300
43,320
11,320
59,340
27,340
43,360
11,360
59,380
27,380
43,400
11,400
59,420
27,420
43,440
11,440
59,460
27,460
43,480
11,480
59,500
27,500
43,520
11,520
59,540
27,540
43,560
11,560
59,580
27,580
43,600
11,600
59,620
27,620
43,640
11,640
59,660
27,660
43,680
11,680
59,700
27,700
43,720
11,720
59,740
27,740
43,760
11,760
59,780
27,780
43,800
11,800
59,820
27,820
43,840
11,840
59,860
27,860
43,880
11,880
59,900
27,900
43,920
11,920
59,940
27,940
43,960
11,960
59,980
27,980
43,1000
11,1000
59,1020
27,1020
43,1040
11,1040
59,1060
27,1060
43,1080
11,1080
59,1100
27,1100
43,1120
11,1120
59,1140
27,1140
43,1160
11,1160
59,1180
27,1180
43,1200
11,1200
59,1220
27,1220
43,1240
11,1240
59,1260
27,1260
43,1280
11,1280
59,1300
27,1300
43,1320
11,1320
59,1340
27,1340
43,1360
11,1360
59,1380
27,1380
43,1400
11,1400
59,1420
27,1420
43,1440
11,1440
59,1460
27,1460
43,1480
11,1480
59,1500
27,1500
43,1520
11,1520
59,1540
27,1540
43,1560
11,1560
59,1580
27,1580
43,1600
11,1600
59,1620
27,1620
43,1640
11,1640
59,1660
27,1660
43,1680
11,1680
59,1700
27,1700
43,1720
11,1720
59,1740
27,1740
43,1760
11,1760
59,1780
27,1780
43,1800
11,1800
59,1820
27,1820
43,1840
11,1840
59,1860
27,1860
43,1880
11,1880
59,1900
27,1900
43,1920
11,1920
59,1940
27,1940
43,1960
11,1960
59,1980
27,1980
43,2000
11,2000
59,2020
27,2020
43,2040
11,2040
59,2060
27,2060
43,2080
11,2080
59,2100
27,2100
43,2120
11,2120
59,2140
27,2140
43,2160
11,2160
59,2180
27,2180
43,2200
11,2200
59,2220
27,2220
43,2240
11,2240
59,2260
27,2260
43,2280
11,2280
59,2300
27,2300
43,2320
11,2320
59,2340
27,2340
43,2360
11,2360
59,2380
27,2380
43,2400
11,2400
59,2420
27,2420
43,2440
11,2440
59,2460
27,2460
43,2480
11,2480
59,2500
27,2500
43,2520
11,2520
59,2540
27,2540
43,2560
11,2560
59,2580
27,2580
43,2600
11,2600
59,2620
27,2620
43,2640
11,2640
59,2660
27,2660
43,2680
11,2680
59,2700
27,2700
43,2720
11,2720
59,2740
27,2740
43,2760
11,2760
59,2780
27,2780
43,2800
11,2800
59,2820
27,2820
43,2840
11,2840
59,2860
27,2860
43,2880
11,2880
59,2900
27,2900
43,2920
11,2920
59,2940
27,2940
43,2960
11,2960
59,2980
27,2980
43,3000
11,3000
59,3020
27,3020
43,3040
11,3040
59,3060
27,3060
43,3080
11,3080
59,3100
27,3100
43,3120
11,3120
59,3140
27,3140
43,3160
11,3160
59,3180
27,3180
43,3200
11,3200
59,3220
27,3220
43,3240
11,3240
59,3260
27,3260
43,3280
11,3280
59,3300
27,3300
43,3320
11,3320
59,3340
27,3340
43,3360
11,3360
59,3380
27,3380
43,3400
11,3400
59,3420
27,3420
43,3440
11,3440
59,3460
27,3460
43,3480
11,3480
59,3500
27,3500
43,3520
11,3520
59,3540
27,3540
43,3560
11,3560
59,3580
27,3580
43,3600
11,3600
59,3620
27,3620
43,3640
11,3640
59,3660
27,3660
43,3680
11,3680
59,3700
27,3700
43,3720
11,3720
59,3740
27,3740
43,3760
11,3760
59,3780
27,3780
43,3800
11,3800
59,3820
27,3820
43,3840
11,3840
59,3860
27,3860
43,3880
11,3880
59,3900
27,3900
43,3920
11,3920
59,3940
27,3940
43,3960
11,3960
59,3980
27,3980
43,4000
11,4000
59,4020
27,4020
43,4040
11,4040
59,4060
27,4060
43,4080
11,4080
59,4100
27,4100
43,4120
11,4120
59,4140
27,4140
43,4160
11,4160
59,4180
27,4180
43,4200
11,4200
59,4220
27,4220
43,4240
11,4240
59,4260
27,4260
43,4280
11,4280
59,4300
27,4300
43,4320
11,4320
59,4340
27,4340
43,4360
11,4360
59,4380
27,4380
43,4400
11,4400
59,4420
27,4420
43,4440
11,4440
59,4460
27,4460
43,4480
11,4480
59,4500
27,4500
43,4520
11,4520
59,4540
27,4540
43,4560
11,4560
59,4580
27,4580
43,4600
11,4600
59,4620
27,4620
43,4640
11,4640
59,4660
27,4660
43,4680
11,4680
59,4700
27,4700
43,4720
11,4720
59,4740
27,4740
43,4760
11,4760
59,4780
27,4780
43,4800
11,4800
59,4820
27,4820
43,4840
11,4840
59,4860
27,4860
43,4880
11,4880
59,4900
27,4900
43,4920
11,4920
59,4940
27,4940
43,4960
11,4960
59,4980
27,4980
43,5000
11,5000
59,5020
27,5020
43,5040
11,5040
59,5060
27,5060
43,5080
11,5080
59,5100
27,5100
43,5120
11,5120
59,5140
27,5140
43,5160
11,5160
59,5180
27,5180
43,5200
11,5200
59,5220
27,5220
43,5240
11,5240
59,5260
27,5260
43,5280
11,5280
59,5300
27,5300
43,5320
11,5320
59,5340
27,5340
43,5360
11,5360
59,5380
27,5380
43,5400
11,5400
59,5420
27,5420
43,5440
